公司全名,公司简称,公司规模,融资阶段,区域,行业,职位名称,工作性质,一级类别,二级类别,工作经验,学历要求,工资,职位福利,工作年限,经验要求,salary,月工资
广州米速信息科技有限公司,米速信息,150-500人,未融资,白云区,"电子商务,广告营销",高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-25k,"双休,五险,员工旅游,年终奖励","['3', '5']",4.0,"['15', '25']",17.5
广州一尚门百货有限公司,一尚门,50-150人,未融资,黄埔区,生活服务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,20k-30k,"大平台,风口行业,李开复,创新工场","['3', '5']",4.0,"['20', '30']",22.5
广东华风海洋信息系统服务有限公司,华风海洋,15-50人,未融资,越秀区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,9k-15k,"年底双薪,工作氛围好,有食堂,下午茶","['1', '3']",2.0,"['9', '15']",10.5
广州棒谷科技股份有限公司,广州棒谷科技股份有限公司,2000人以上,不需要融资,白云区,电子商务,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,不限,15k-25k,"五险一金,年终奖金","['3', '5']",4.0,"['15', '25']",17.5
广东锦峰集团有限公司广州分公司,锦峰,500-2000人,不需要融资,天河区,移动互联网,软件产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-30k,"临近地铁,部门美女多,周末双休","['3', '5']",4.0,"['15', '30']",18.75
深圳云介信息科技有限公司,芥末圈,50-150人,B轮,海珠区,"移动互联网,社交网络",会员产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-30k,"周末双休,法定假日,扁平管理,股票期权","['3', '5']",4.0,"['15', '30']",18.75
广州广电银通金融电子科技有限公司,广电银通,2000人以上,不需要融资,天河区,"金融,硬件",高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,20k-35k,"国企雄资,广阔平台,六险一金,免费班车","['5', '10']",7.5,"['20', '35']",23.75
广东道一信息技术股份有限公司,道一信息,500-2000人,上市公司,天河区,移动互联网,产品经理（企微）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-18k,"五险一金,节日福利,餐补","['3', '5']",4.0,"['10', '18']",12.0
广州哈家信息科技有限公司,哈家科技,50-150人,天使轮,海珠区,"移动互联网,数据服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-25k,"每周双休,绩效奖金,轻松氛围","['3', '5']",4.0,"['15', '25']",17.5
广州唯厘信息技术有限公司,唯厘科技,15-50人,不需要融资,海珠区,"移动互联网,企业服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,6k-12k,"项目分红,绩效奖金,办公环境好,地铁口","['1', '3']",2.0,"['6', '12']",7.5
蓝月亮（中国）有限公司,蓝月亮,2000人以上,不需要融资,黄埔区,生活服务,产品经理-微信方向,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,25k-50k,"挑战多多,待遇多多,福利多多","['3', '5']",4.0,"['25', '50']",31.25
广东健客医药有限公司,健客网,500-2000人,A轮,萝岗区,"电子商务,医疗健康",供应链产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,"大平台,发展空间大","['1', '3']",2.0,"['10', '20']",12.5
广州我在网络科技有限公司,广州我在网络科技有限公司,15-50人,天使轮,海珠区,移动互联网,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-20k,"丰厚期权,年终奖金,五险一金,扁平化管理","['3', '5']",4.0,"['15', '20']",16.25
广州通达汽车电气股份有限公司,广州通达汽车电气股份有限公司,500-2000人,上市公司,白云区,生活服务、企业服务,需求工程师/产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,9k-15k,"绩效奖金,五险一金,员工旅游,带薪假期","['1', '3']",2.0,"['9', '15']",10.5
时互康联健康管理（北京）有限公司,V大夫,50-150人,B轮,海珠区,O2O,产品经理（医护端）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-20k,"周末双休,扁平管理,弹性上班,福利多多","['3', '5']",4.0,"['10', '20']",12.5
广州国开信息科技有限公司,广州国开信息科技有限公司,50-150人,不需要融资,天河区,移动互联网,产品经理,全职,产品/需求/项目类,项目管理,1-3年,本科,6k-12k,"五险一金,多次调薪,股份期权,各项补贴","['1', '3']",2.0,"['6', '12']",7.5
佛山市博纳德信息科技有限公司,博纳德,150-500人,天使轮,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15K-25K,周末双休 节日福利 员工旅游 带薪年假,"['3', '5']",4.0,"['15', '25']",17.5
广东医务通信息技术有限公司,南方医务通,15-50人,不需要融资,海珠区,"移动互联网,医疗健康",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,5k-10k,"五险一金,周末双休,氛围好,发展空间大","['1', '3']",2.0,"['5', '10']",6.25
广州快效信息技术有限公司,广州快效,15-50人,未融资,海珠区,"移动互联网,游戏",产品经理,全职,市场/商务/销售类,渠道/推广,1-3年,大专,10k-20k,"周末双休,五险一金,带薪年假,年终奖","['1', '3']",2.0,"['10', '20']",12.5
帛珑（深圳）科技有限公司,德国帛珑,15-50人,A轮,荔湾区,生活服务,产品经理,全职,市场/商务/销售类,品牌/广告,1-3年,大专,10k-20k,"全网营销,初创品牌,市场拓展,产品运营","['1', '3']",2.0,"['10', '20']",12.5
广州新车评企业营销策划有限公司,新车评网,15-50人,未融资,海珠区,"企业服务,文化娱乐",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,4k-6k,"双休,年底双薪,国外旅游,五险一金","['1', '3']",2.0,"['4', '6']",4.5
蓝月亮（中国）有限公司,蓝月亮,2000人以上,不需要融资,黄埔区,生活服务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,25k-50k,"薪酬福利佳,免费班车,免费住宿,五险一金","['3', '5']",4.0,"['25', '50']",31.25
广东健客医药有限公司,健客网,500-2000人,A轮,萝岗区,"电子商务,医疗健康",会员产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,"晋升空间大,大平台","['1', '3']",2.0,"['10', '20']",12.5
深圳道乐科技有限公司,深圳道乐,50-150人,未融资,海珠区,"移动互联网,金融",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-15k,"五险一金,期权鼓励,年终奖金,绩效奖金","['1', '3']",2.0,"['10', '15']",11.25
广州纳斯威尔信息技术有限公司,纳斯威尔信息,50-150人,不需要融资,越秀区,"信息安全,数据服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,8k-15k,"办公环境好,发展空间大,薪资福利高,团队融洽","['3', '5']",4.0,"['8', '15']",9.75
武汉屈臣氏个人用品商店有限公司广州分公司,屈臣氏,2000人以上,D轮及以上,越秀区,"电子商务,生活服务",数据产品经理（新零售）,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,20k-30k,"千万级用户,大数据平台,试用期全薪,精英团队","['5', '10']",7.5,"['20', '30']",22.5
广州市加减信息技术有限公司,加减信息,50-150人,未融资,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-15k,"五险一金,带薪年假,绩效奖,晋升奖金多","['1', '3']",2.0,"['10', '15']",11.25
广州竞德信息技术有限公司,竞德信息,15-50人,不需要融资,天河区,"移动互联网,信息安全",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,6k-8k,"年底奖金,午餐补助,员工活动,周末双休","['1', '3']",2.0,"['6', '8']",6.5
广东绿芒科技有限公司,广东绿芒科技有限公司,15-50人,未融资,天河区,"金融,其他",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,8k-12k,"需求分析,产品策划,产品设计,产品包装","['3', '5']",4.0,"['8', '12']",9.0
广东艾科智泊科技股份有限公司,广东艾科,150-500人,B轮,荔湾区,"移动互联网,O2O",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12k-24k,"福利齐全,五险一金,平台广阔","['3', '5']",4.0,"['12', '24']",15.0
广州加研社科技有限公司,广州加研社科技有限公司,15-50人,不需要融资,越秀区,"企业服务,电子商务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,"互联网公司,toB服务,初创公司","['1', '3']",2.0,"['10', '20']",12.5
广州辰岚广告有限公司,辰岚广告,150-500人,不需要融资,天河区,"广告营销,企业服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,8k-15k,"六险一金,发展空间,年轻化团队","['3', '5']",4.0,"['8', '15']",9.75
广州真知码信息科技有限公司,真知码,150-500人,不需要融资,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-12k,"五险一金,绩效奖金,节日礼物,周末双休","['1', '3']",2.0,"['10', '12']",10.5
吉林省海生电子商务有限公司,吉林省海生电子商务有限公司,少于15人,不需要融资,花都区,电子商务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12K-20K,五险一金,"['3', '5']",4.0,"['12', '20']",14.0
广州酷狗计算机科技有限公司,酷狗音乐,500-2000人,不需要融资,天河区,"移动互联网,文化娱乐",YJBU-高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,20k-40k,"年终奖,发展空间大,员工旅游,绩效奖金","['3', '5']",4.0,"['20', '40']",25.0
深圳市点购电子商务有限公司广州分公司,点购商城,50-150人,未融资,天河区,金融,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,13K-18K,"数据库开发,APP,商城平台","['3', '5']",4.0,"['13', '18']",14.25
深圳格莱珉文化传播有限公司广州分公司,MAKA,50-150人,A轮,海珠区,"企业服务,移动互联网",平台产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,"员工旅游,周末双休,六险一金,带薪年假","['1', '3']",2.0,"['10', '20']",12.5
益邦控股集团有限公司,益邦控股集团,500-2000人,未融资,白云区,企业服务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,12k-18k,"周末双休,六险一金,专业培训,年度体检","['5', '10']",7.5,"['12', '18']",13.5
广州棒谷科技股份有限公司,广州棒谷科技股份有限公司,2000人以上,不需要融资,白云区,电子商务,数据产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,13k-25k,"大数据,大型电商","['1', '3']",2.0,"['13', '25']",16.0
北京瑞地科技有限公司,REDEFINE,150-500人,不需要融资,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,25k-35k,口碑产品 大牛队友 期权激励,"['3', '5']",4.0,"['25', '35']",27.5
广州小黑屋科技有限公司,小黑屋,50-150人,A轮,海珠区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,10k-16k,"五险一金,年终奖,不打卡","['1', '3']",2.0,"['10', '16']",11.5
联通支付有限公司,联通支付有限公司,150-500人,不需要融资,天河区,移动互联网,互联网金融产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-25k,"弹性工作,千万级用户","['3', '5']",4.0,"['15', '25']",17.5
蓝月亮（中国）有限公司,蓝月亮,2000人以上,不需要融资,黄埔区,生活服务,产品经理-CRM会员方向,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,25k-50k,"挑战多多,待遇多多,免费班车,免费住宿","['3', '5']",4.0,"['25', '50']",31.25
广州咖芮网络科技有限公司,ModCara,15-50人,天使轮,增城区,电子商务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8K-12K,带薪年假 免费零食 高颜值小姐姐多,"['1', '3']",2.0,"['8', '12']",9.0
广州卓牛信息科技有限公司,卓牛科技,15-50人,天使轮,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,6k-12k,"年底双薪,出海方向,季度奖金,带薪年假","['1', '3']",2.0,"['6', '12']",7.5
广州车行易科技股份有限公司,广州车行易,150-500人,A轮,海珠区,"移动互联网,电子商务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-20k,"五险一金,股票期权,带薪年假,周末双休","['3', '5']",4.0,"['15', '20']",16.25
广州凯缇圣梵生物科技有限公司,凯缇圣梵,50-150人,未融资,越秀区,"移动互联网,电子商务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,8k-14k,"周末双休,带薪年假,五险一金,节日福利","['1', '3']",2.0,"['8', '14']",9.5
广东分利宝金服科技有限公司,光大分利宝,150-500人,C轮,荔湾区,"金融,移动互联网",产品经理,全职,产品/需求/项目类,项目管理,3-5年,本科,10k-20k,"产品经理,互联网金融,发展空间大","['3', '5']",4.0,"['10', '20']",12.5
广东精点数据科技股份有限公司,精点数据,150-500人,不需要融资,天河区,"移动互联网,数据服务",需求分析工程师/产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,8k-10k,"双休,扁平化,老板亲和","['1', '3']",2.0,"['8', '10']",8.5
广州七七游网络科技有限公司,广州七七游网络科技有限公司,50-150人,未融资,天河区,游戏,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,8k-15k,"五险一金,带薪病假,下午茶,年终奖","['3', '5']",4.0,"['8', '15']",9.75
广东锦峰集团有限公司广州分公司,锦峰,500-2000人,不需要融资,天河区,移动互联网,产品经理-智能家居,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,20k-30k,"公司环境好,帅哥美女多,公司旅游","['3', '5']",4.0,"['20', '30']",22.5
广州食为天信息技术有限公司,食为天,150-500人,C轮,番禺区,"移动互联网,生活服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,8k-16k,"弹性工作制,领导好,美女如云,学习型氛围","['3', '5']",4.0,"['8', '16']",10.0
广州逗号智能零售有限公司,逗号智能零售,50-150人,不需要融资,天河区,"移动互联网,生活服务",硬件产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,大专,20k-30k,"智能硬件,CBD办公,双休,餐补","['5', '10']",7.5,"['20', '30']",22.5
广东达文奇人工智能科技有限公司,波浪证劵,50-150人,天使轮,天河区,移动互联网 金融,互金产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-20k,"甲级写字楼,老板nic,生日会,周末双休","['3', '5']",4.0,"['10', '20']",12.5
广东联合电服数据科技股份有限公司,联合数据公司,15-50人,未融资,越秀区,数据服务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8k-16k,"员工旅游,餐饮补贴,交通补贴,补充公积金","['1', '3']",2.0,"['8', '16']",10.0
广州四三九九信息科技有限公司,4399游戏,500-2000人,未融资,天河区,游戏,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8k-15k,"员工食堂,六险一金,大平台","['1', '3']",2.0,"['8', '15']",9.75
广州悦艺信息科技有限公司,广州悦艺信息有限公司,少于15人,未融资,黄埔区,电子商务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,不限,7k-14k,"高前景,高发展,高薪资,年底分红","['3', '5']",4.0,"['7', '14']",8.75
广州实盈网络科技有限公司,实盈集团,50-150人,C轮,天河区,金融,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-15k,"发展空间大,工作环境好,上班自由高,公司福利好","['3', '5']",4.0,"['10', '15']",11.25
广州青蜂信息科技有限公司,青蜂信息,15-50人,不需要融资,天河区,"移动互联网,数据服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,"地铁周边,行业大牛,福利齐全,发展空间","['1', '3']",2.0,"['10', '20']",12.5
广州诗悦网络科技有限公司,诗悦网络,150-500人,不需要融资,天河区,游戏,平台产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-20k,"靠谱团队,氛围好,破译流水","['3', '5']",4.0,"['10', '20']",12.5
广州骏睿信息科技有限公司,广州骏睿,少于15人,天使轮,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-15k,"五险一金,期权鼓励,节日福利,带薪年假","['1', '3']",2.0,"['10', '15']",11.25
广州皇族文化传播有限公司,德国皇族钢琴,15-50人,不需要融资,越秀区,"教育,文化娱乐",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,8k-12k,"做五休二,高绩效奖,社保五险,老板好好","['3', '5']",4.0,"['8', '12']",9.0
广州未名中智教育科技有限公司,广州未名中智教育,50-150人,未融资,越秀区,"O2O,教育",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,10k-20k,"双休加班少,免费午餐,五险一金","['3', '5']",4.0,"['10', '20']",12.5
广州慧嘉元天广告传媒有限公司,广州慧嘉互动,50-150人,不需要融资,越秀区,广告营销,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,10k-20k,"周末双休,五险一金,弹性工作,高薪福利","['3', '5']",4.0,"['10', '20']",12.5
广州伊的家网络科技有限公司,伊的家,2000人以上,不需要融资,天河区,电子商务,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,不限,12k-18k,"弹性工作制,月度奖金,年度加薪,五险一金","['3', '5']",4.0,"['12', '18']",13.5
广州扁鸿信息科技有限公司,扁鸿信息,少于15人,不需要融资,越秀区,"医疗健康,移动互联网",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8k-16k,"股票期权,年终分红,不加班,领导好","['1', '3']",2.0,"['8', '16']",10.0
广州分给网络科技有限公司,分给网络,50-150人,未融资,天河区,移动互联网,app产品经理,全职,运营/编辑/客服,运营,1年以下,大专,4k-6k,"五险,单休,八个小时",['1'],1.0,"['4', '6']",4.5
广东钱端商务服务有限公司,钱端,50-150人,天使轮,天河区,"移动互联网,电子商务",产品经理-业务方向,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,10k-20k,"双休,五险一金,节日福利","['3', '5']",4.0,"['10', '20']",12.5
广东云智硬件有限公司,云智硬件,15-50人,未融资,天河区,硬件 金融,智能硬件产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,8k-12k,"五险一金,周末双休,年终双薪,补充医疗保","['3', '5']",4.0,"['8', '12']",9.0
万惠投资管理有限公司,PPmoney互联网金融平台,500-2000人,上市公司,天河区,金融,产品经理（汽车金融） (MJ000881),全职,产品/需求/项目类,产品设计/需求分析,3-5年,不限,10k-18k,"五险一金,团队氛围好,周末双休,提供早中餐","['3', '5']",4.0,"['10', '18']",12.0
广州市骑鹅游信息技术咨询服务有限公司,骑鹅旅行,50-150人,A轮,海珠区,"旅游,数据服务",高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-20k,"股权激励,弹性工作,大牛团队,十五天年假","['3', '5']",4.0,"['15', '20']",16.25
广州辰岚广告有限公司,辰岚广告,150-500人,不需要融资,天河区,"广告营销,企业服务",小程序产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,8k-15k,"六险一金,团队建设,一年14薪,带薪年假","['1', '3']",2.0,"['8', '15']",9.75
广州合立正通信息科技有限公司,合立正通,150-500人,B轮,番禺区,"移动互联网,硬件",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12k-24k,"五险一金,周末双休,带薪年假,节日福利","['3', '5']",4.0,"['12', '24']",15.0
广州一大批网络科技有限公司,广州一大批网络科技有限公司,15-50人,未融资,花都区,"移动互联网,电子商务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12k-18k,五险一金,"['3', '5']",4.0,"['12', '18']",13.5
广州今之港教育咨询有限公司,今之港,150-500人,A轮,海珠区,教育,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,不限,6k-12k,"创业公司,公司旅游,免费零食,周末双休","['3', '5']",4.0,"['6', '12']",7.5
深圳市点购电子商务有限公司广州分公司,点购商城,50-150人,未融资,天河区,金融,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,13K-18K,"五险一金,年底双薪,周末双休,带薪年假","['1', '3']",2.0,"['13', '18']",14.25
广州登山大道科技有限公司,广州登山大道科技有限公司,15-50人,天使轮,海珠区,"电子商务,社交网络",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,8k-15k,"创业公司,发展前景大,资本雄厚","['3', '5']",4.0,"['8', '15']",9.75
广州市星空学堂网络科技有限公司,星空学堂,15-50人,天使轮,天河区,"移动互联网,其他",高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,8k-12k,"环境清雅,弹性上班,年轻团队,发展潜力","['3', '5']",4.0,"['8', '12']",9.0
广州海星网络科技有限公司,海星链,150-500人,不需要融资,越秀区,电子商务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,8k-12k,"市中心,地铁上盖,五险一金,周末双休","['3', '5']",4.0,"['8', '12']",9.0
广州珺达科技有限公司,珺达科技,15-50人,天使轮,天河区,"移动互联网,社交网络",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,8k-15k,"活动多,零食多,双休","['1', '3']",2.0,"['8', '15']",9.75
广州谦腾信息科技有限公司,谦腾信息,50-150人,A轮,海珠区,"移动互联网,电子商务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,20k-25k,"核心产品线,原型设计,业务需求,产品需求","['3', '5']",4.0,"['20', '25']",21.25
广州棒谷科技股份有限公司,广州棒谷科技股份有限公司,2000人以上,不需要融资,白云区,电子商务,电商产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,10k-18k,"大型电商,高流量,绩效奖金多,双休","['3', '5']",4.0,"['10', '18']",12.0
广州启舟信息科技有限公司,启舟科技,少于15人,天使轮,天河区,"移动互联网,电子商务",高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12K-24K,"周末双休,项目提成,股票期权,员工旅游","['3', '5']",4.0,"['12', '24']",15.0
广东宜教通教育有限公司,宜教通教育,50-150人,不需要融资,天河区,"移动互联网,教育",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,6k-10k,"产品设计,项目管理","['1', '3']",2.0,"['6', '10']",7.0
广东锦峰集团有限公司广州分公司,锦峰,500-2000人,不需要融资,天河区,移动互联网,高级产品经理-智能家居,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,18k-35k,"临近地铁,扁平化,周末双休,美女多多","['3', '5']",4.0,"['18', '35']",22.25
广州市易股信息技术服务有限公司,易选股,50-150人,天使轮,越秀区,"移动互联网,金融",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,股票期权,"['1', '3']",2.0,"['10', '20']",12.5
广州心康信息科技有限公司,心康科技,150-500人,不需要融资,天河区,"医疗健康,O2O",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,不限,7k-12k,"大牛带队,渠道资源,扁平化管理,周末双休","['1', '3']",2.0,"['7', '12']",8.25
广州市漫灵软件有限公司,漫灵软件,150-500人,未融资,天河区,移动互联网,产品经理（APP）,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,15k-25k,"五险一金,出国旅游,年终奖金,包三餐","['1', '3']",2.0,"['15', '25']",17.5
广东省电信规划设计院有限公司,设计院,2000人以上,上市公司,天河区,"移动互联网,金融",产品经理（支付产品）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-15k,"高薪,高温补贴,支付","['3', '5']",4.0,"['10', '15']",11.25
